n_radius	n_val	Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
2	0	1	76.44174088500006	266230.37077621126	0.9599397478008824	0.9570474893230608	0.9128065395095368	0.8769633507853403
2	0	2	151.10153509600002	1065.9293759248535	0.9803335593339345	0.9798805317896111	0.9605633802816902	0.8926701570680629
2	0	3	225.75313867600005	193160.1845258373	0.9792913235516761	0.9816860341378283	0.9394736842105263	0.9345549738219895
2	0	4	300.13095298099995	625.5956853023062	0.9804147440159211	0.9830871607145392	0.9260204081632653	0.9502617801047121
2	0	5	374.75164360199994	543.1297577538687	0.9811914839462776	0.9852260957164546	0.9152119700748129	0.9607329842931938
2	0	6	449.274589538	506.54948428449956	0.9807427740147583	0.9841725904170038	0.9197994987468672	0.9607329842931938
2	0	7	523.864597651	309.3362635574854	0.981224396655191	0.9854070006668654	0.8872901678657075	0.9685863874345549
2	0	8	598.6411600990001	237.10875235953029	0.9828338281210574	0.984899757374537	0.9307692307692308	0.9502617801047121
2	0	9	672.8695866429999	192.58718047946056	0.9808085994325848	0.983392216121114	0.9137931034482759	0.9712041884816754
2	0	10	747.9159968	135.38358259310732	0.980549686122466	0.9838178748279629	0.9354005167958657	0.9476439790575916
2	0	11	822.843541632	97.08055337884159	0.9817959806999874	0.9847649654507017	0.935064935064935	0.9424083769633508
2	0	12	897.643731906	284.6193711200134	0.9802161706721434	0.9834489706153606	0.9375	0.9424083769633508
2	0	13	972.6571452290001	62.06793657231802	0.9797378393026016	0.9834134990564565	0.935064935064935	0.9424083769633508
2	0	14	1047.7140237059998	56.48601005692813	0.980221656123629	0.9831935753912513	0.9375	0.9424083769633508
2	0	15	1122.9829574599999	54.973044612877025	0.9796972469616085	0.9831226322734432	0.935064935064935	0.9424083769633508
2	0	16	1198.1900185679997	47.41597150520852	0.9796742080653691	0.982938180167142	0.9399477806788512	0.9424083769633508
