n_radius	n_val	Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
2	0	1	11.491646211999978	444.105993873789	0.9205350118017309	0.9153191489361703	0.7719298245614035	0.88
2	0	2	21.525561423	227.6343981421693	0.9690532389194859	0.9536170212765959	0.9545454545454546	0.84
2	0	3	30.710851023000032	383.20336023738787	0.9619722003671649	0.9527659574468086	0.9333333333333333	0.84
2	0	4	45.68208416900052	67.0099335755439	0.968004196170994	0.9608510638297872	0.9215686274509803	0.94
2	0	5	55.32955014700019	27.132111629833048	0.9715447154471545	0.9574468085106383	0.9347826086956522	0.86
2	0	6	65.17938927700015	10.763830670534283	0.9708890637293468	0.9553191489361702	0.8823529411764706	0.9
2	0	7	75.05572165600006	12.233619775487526	0.9702334120115395	0.9540425531914893	0.7777777777777778	0.98
2	0	8	84.51929070000006	6.062282820847685	0.9718069761342775	0.9565957446808512	0.9183673469387755	0.9
2	0	9	93.87098569000045	1.038541063638867	0.9715447154471545	0.9570212765957448	0.9019607843137255	0.92
2	0	10	103.72125220199996	0.6177406268581578	0.971413585103593	0.9570212765957448	0.9019607843137255	0.92
2	0	11	113.62275259000035	0.4896571014971087	0.9714135851035929	0.9570212765957448	0.9019607843137255	0.92
2	1	1	9.640694466999776	410.22536125965416	0.8429035752979415	0.9029787234042553	0.7735849056603774	0.82
2	1	2	18.743382108999867	225.2504038280624	0.9259209100758397	0.9561702127659575	1.0	0.72
2	1	3	28.77945069099951	131.02145862673277	0.9356717226435537	0.9748936170212767	0.7313432835820896	0.98
2	1	4	38.71113862799939	109.67124503155262	0.9381094257854822	0.9731914893617021	0.8245614035087719	0.94
2	1	5	48.41331340099987	34.11003041329434	0.9303900325027086	0.9689361702127659	0.8166666666666667	0.98
2	1	6	57.48520413799997	22.321411247588102	0.9310671722643553	0.9736170212765958	0.9767441860465116	0.84
2	1	7	67.3132195549997	2.3243259815182213	0.9295774647887324	0.9719148936170212	0.8518518518518519	0.92
2	1	8	77.2288539909996	0.6169641076154164	0.9316088840736728	0.9727659574468085	0.8846153846153846	0.92
2	1	9	86.84069680399989	0.20193946517486694	0.9316088840736728	0.9727659574468085	0.8846153846153846	0.92
2	2	1	9.393005814999924	429.38449632489574	0.8932687270822419	0.9127659574468084	0.7666666666666667	0.92
2	2	2	19.280452144000265	327.78570157795434	0.9304609743321111	0.9527659574468086	0.9130434782608695	0.84
2	2	3	29.098038752999855	139.72838778990229	0.9438187532739654	0.9659574468085107	0.9148936170212766	0.86
2	2	4	38.774037041000156	81.87321676555223	0.9565217391304347	0.9821276595744681	0.92	0.92
2	2	5	47.82268201599982	63.52011099491363	0.9529858564693556	0.9685106382978724	0.7424242424242424	0.98
2	2	6	57.67958684000041	33.83866052431182	0.9557359874279727	0.9748936170212766	0.8867924528301887	0.94
2	2	7	67.5421445689999	12.640215603772837	0.9561288632792038	0.9808510638297873	0.8867924528301887	0.94
2	2	8	77.10336027199992	12.232124340025877	0.9507595599790466	0.9800000000000001	0.8448275862068966	0.98
2	2	9	86.10197523399984	10.088971640316949	0.9484023048716606	0.9795744680851064	0.8571428571428571	0.96
2	2	10	95.95982826100044	1.539533801896475	0.9451938187532739	0.977872340425532	0.8545454545454545	0.94
2	2	11	105.8516682290001	0.46568159695087985	0.9451938187532739	0.977872340425532	0.8545454545454545	0.94
2	3	1	9.826623975000075	488.4487150363857	0.9334121355397951	0.9161702127659574	0.9444444444444444	0.68
2	3	2	18.987475914999777	232.19236065877246	0.948187549251379	0.9468085106382979	0.8103448275862069	0.94
2	3	3	28.88937350099968	129.44072967808654	0.9491725768321513	0.9531914893617022	0.975609756097561	0.8
2	3	4	38.81810247799967	87.55883640357206	0.955739427370633	0.9834042553191489	0.6172839506172839	1.0
2	3	5	48.53349240100033	61.673318191055685	0.956855791962175	0.967659574468085	0.8571428571428571	0.96
2	3	6	57.72430090600028	48.74535873894004	0.9444444444444444	0.9485106382978723	0.8070175438596491	0.92
2	3	7	67.61241638299998	14.05088784772309	0.9427370633044393	0.9527659574468085	0.9565217391304348	0.88
2	3	8	77.49669869199988	2.376618982599183	0.9426713947990544	0.955531914893617	0.8653846153846154	0.9
2	4	1	9.839433017000374	494.6652074620215	0.869832548403977	0.9268085106382978	0.7758620689655172	0.9
2	4	2	18.90351090599961	340.5863928896456	0.913526949241235	0.9595744680851064	0.9166666666666666	0.88
2	4	3	28.733040553000137	127.33416197009853	0.9382522239665098	0.9744680851063829	0.78125	1.0
2	4	4	38.64257804199951	78.6277024380725	0.9348508634222921	0.9791489361702127	0.8032786885245902	0.98
2	4	5	48.5183327929999	37.52189999265763	0.9302721088435373	0.967659574468085	0.8392857142857143	0.94
2	4	6	57.60882962100004	10.975568461651157	0.9304029304029304	0.9651063829787234	0.9361702127659575	0.88
2	4	7	67.40835306600002	2.5297793355527816	0.9313840920983777	0.965531914893617	0.88	0.88
2	4	8	77.3725634450002	2.2775288122867536	0.9315149136577707	0.9719148936170212	0.9	0.9
2	4	9	87.33378162400004	7.295378266739398	0.9311224489795917	0.9668085106382979	0.8823529411764706	0.9
2	4	10	96.66257405800025	1.8684972291603827	0.9310570381998953	0.9685106382978723	0.8518518518518519	0.92
0.9795744680851064	0.8888888888888888	0.96
